Selected,LoanNr_ChkDgt,Name,Zip,ICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,daysterm,xx,Default
0,2133795008,Glenda M Aparicio,90660,531210,17125,2007,49,1,2,0,1,0,1,Y,N,18241,17135,11850,0,CHGOFF,4900,5000,2500,1,0,0.5,1470,18605,1
1,2133855002,Twins Real Estate Services Inc,90651,531390,17125,2007,57,2,2,0,2,0,1,N,N,18004,17135,19500,0,CHGOFF,10000,10000,5000,1,0,0.5,1710,18845,1
0,2134235006,Vgoa Inc.,90245,531312,17125,2007,30,2,2,0,2,0,1,Y,N,18815,17166,88080,0,CHGOFF,49088,50000,25000,1,0,0.5,900,18066,1
0,2134455002,"T-SAP Enterprises, Inc.",92879,531311,17125,2007,84,1,2,0,1,0,1,Y,N,,17135,36379,0,P I F,0,20000,10000,1,0,0.5,2520,19655,0
1,2134634001,VIDEO TO GO PLUS,93933,532230,14045,1998,84,5,1,0,0,1,0,0,N,,14122,60000,0,P I F,0,60000,48000,0,0,0.8,2520,16642,0
1,2137895000,"Avina & Hageman, Inc. dba: Gol",93711,531210,17126,2007,12,1,2,1,1,0,1,Y,N,,17166,250000,0,P I F,0,250000,187500,1,0,0.75,360,17526,0
1,2141394010,P.C.H. SUPER MOVIES N YOU,90717,532230,14047,1998,98,20,1,0,0,1,0,0,Y,,14091,100000,0,P I F,0,100000,80000,0,0,0.8,2940,17031,0
1,2143805002,JM Karbowski & Co,95691,531210,17132,2007,60,1,2,1,2,0,1,N,N,,17166,32100,0,P I F,0,32100,16050,1,0,0.5,1800,18966,0
1,2147255000,"Lamax Development, Inc.",90010,531311,17133,2007,52,8,1,0,8,0,1,Y,N,18163,17166,159432,0,CHGOFF,100000,100000,50000,0,0,0.5,1560,18726,1
1,2147846007,TRACYOURSALES.NET ESCROW INCOR,92867,531390,16966,2006,57,10,1,5,10,1,1,0,N,17833,16982,150000,0,CHGOFF,150000,150000,127500,0,0,0.85,1710,18692,1
0,2151956008,TKZ REALTY,94531,531210,16967,2006,58,4,1,0,4,1,2,Y,N,17827,16982,63864,0,CHGOFF,29978,30000,15000,0,0,0.5,1740,18722,1
1,2153995006,JOHN WOODALL,95831,531210,17135,2007,22,1,1,0,1,0,1,Y,N,19065,17166,85682,0,CHGOFF,19199,29000,14500,0,0,0.5,660,17826,1
1,2155214003,SDSB ENTERTAINMENT GROUP INC A,93232,532230,14054,1998,60,4,1,0,0,1,0,0,N,,14122,29000,0,P I F,0,29000,14500,0,0,0.5,1800,15922,0
1,2155836004,TOMI REALTY INC,91040,531210,16968,2006,26,1,1,1,2,1,1,Y,N,18750,17652,97836,0,CHGOFF,47554,50000,25000,0,0,0.5,780,18432,1
1,2161834008,VIDEOZONE,93230,532230,14056,1998,276,23,1,0,0,1,0,0,N,,14425,881800,0,P I F,0,881800,661350,0,1,0.75,8280,22705,0
0,2167155002,"BENTLEY CAPITAL, INC.",94401,531210,17143,2007,48,1,1,0,1,0,1,Y,N,18341,17197,339070,0,CHGOFF,85000,100000,50000,0,0,0.5,1440,18637,1
1,2167724000,VIDEO SUPER SHOP,93003,532230,14060,1998,120,6,1,0,0,1,0,0,N,,14152,105000,0,P I F,0,105000,78750,0,0,0.75,3600,17752,0
0,2168646005,DOS AMIGOS ENTERPRISES INC,92804,531210,16973,2006,1,3,1,0,3,1,1,Y,N,19702,17135,20646,0,CHGOFF,8430,12500,6250,0,0,0.5,30,17165,1
1,2169086005,CASAS USA,91910,531210,16973,2006,277,4,1,0,0,1,1,N,N,17827,16982,640700,0,CHGOFF,37919,640700,480525,0,1,0.75,8310,25292,1
0,2169445010,Mugen Investment Corp.,92807,531210,17146,2007,84,5,2,0,5,0,1,Y,N,,17197,12550,0,P I F,0,10000,5000,1,0,0.5,2520,19717,0
0,2169625005,The Bond Group,92104,531210,17146,2007,65,1,1,1,1,0,1,Y,N,17793,17166,110000,0,CHGOFF,100000,100000,50000,0,0,0.5,1950,19116,1
1,2173334008,ARMCO MANGEMENT INC.,94134,531110,14062,1998,300,7,1,0,0,1,0,N,N,,14213,188000,0,P I F,0,200000,150000,0,1,0.75,9000,23213,0
1,2173526009,NDP GROUP LLC A CALIFORNIA LIM,91710,531210,16974,2006,300,4,1,0,4,1,1,0,N,,17044,230500,0,P I F,0,230500,172875,0,1,0.75,9000,26044,0
1,2174116006,RE MAX LEGACY,96001,531210,16974,2006,240,13,1,37,13,68060,2,0,N,,17057,389000,0,P I F,0,392000,392000,0,1,1,7200,24257,0
1,2174685006,"ROYSTARICA, INC.",92109,531390,17148,2007,59,5,1,3,8,0,1,Y,N,17949,17166,40808,0,CHGOFF,19690,20000,10000,0,0,0.5,1770,18936,1
1,2175075002,J.K.H. Enterprises.,92037,531210,17148,2007,84,1,2,0,1,0,1,Y,N,,17378,50000,0,P I F,0,50000,25000,1,0,0.5,2520,19898,0
1,2176186009,HELP U SELL DISTINCTIVE HOMES,92116,531210,16975,2006,29,2,1,0,2,37481,1,Y,N,18687,16982,115984,0,CHGOFF,37499,40000,20000,0,0,0.5,870,17852,1
1,2176276001,ENRIQUE SILVA PEREZ,92083,531210,16975,2006,84,1,1,0,1,1,1,Y,N,,16982,18770,0,P I F,0,10000,5000,0,0,0.5,2520,19502,0
1,2176765010,"Zoonie, Inc.",91941,531210,17149,2007,97,1,1,0,1,0,1,N,N,17963,17166,25000,0,CHGOFF,23022,25000,21250,0,0,0.85,2910,20076,1
0,2176935002,"VIABLE VENTURES UNLIMITED, INC",92592,531311,17149,2007,54,4,1,0,4,0,1,Y,N,18422,17256,127962,0,CHGOFF,48152,50000,25000,0,0,0.5,1620,18876,1
1,2179075010,LOAN CHALET CORPORATION,92865,531210,17150,2007,65,7,1,2,7,0,1,N,N,17812,17197,100000,0,CHGOFF,88157,100000,50000,0,0,0.5,1950,19147,1
0,2182425009,"London Real Estate & Loan, Inc",94607,531390,17153,2007,48,3,1,0,3,0,1,Y,N,18333,17166,38876,0,CHGOFF,14340,20000,10000,0,0,0.5,1440,18606,1
0,2185214004,RENT A WRECK,91335,532111,14069,1998,300,5,1,0,0,1,0,0,N,,14091,180000,0,P I F,0,180000,135000,0,1,0.75,9000,23091,0
1,2186305005,EXPRESS REAL ESTATE & FINANCIA,95014,531320,17155,2007,84,2,1,0,2,0,1,N,N,,17197,25000,0,P I F,0,25000,12500,0,0,0.5,2520,19717,0
1,2186586004,MOUNT OLYMPUS ESTATES LLC,92037,531210,16980,2006,84,3,1,1,3,1,2,Y,N,,17013,50000,0,P I F,0,50000,25000,0,0,0.5,2520,19533,0
1,2188266006,THE RAD CORP,90404,531311,16980,2006,75,5,1,0,5,1,2,Y,N,17316,17013,54913,0,CHGOFF,50000,50000,25000,0,0,0.5,2250,19263,1
1,2189585003,"S & S Transport and Logistics,",90040,531130,17156,2007,84,4,2,0,4,0,1,Y,N,,17166,22500,0,P I F,0,15000,7500,1,0,0.5,2520,19686,0
0,2194164004,PRODUCTION TRANSPORTATION SERV,90401,532120,14074,1998,84,10,1,0,0,1,0,Y,N,,14122,50000,0,P I F,0,50000,25000,0,0,0.5,2520,16642,0
1,2198595008,"A J Investment Enterprises, LL",93534,531390,17164,2007,65,3,1,2,3,0,1,Y,N,17805,17197,35000,0,CHGOFF,34000,35000,17500,0,0,0.5,1950,19147,1
0,2200784010,PREMIERE STUDIO RENTALS,91340,532120,14077,1998,300,4,1,2,0,1,0,0,N,,14091,688500,0,P I F,0,688500,516375,0,1,0.75,9000,23091,0
0,2205016004,Kaimana Inc,92069,531210,16987,2006,27,100,1,0,100,1,1,0,N,19871,17013,610000,0,CHGOFF,552478,610000,457500,0,0,0.75,810,17823,1
1,2205275005,"WILLIAM N. JOHNSON, INC. DBA W",94941,531210,17170,2007,67,2,1,1,2,0,1,N,N,17786,17225,100000,0,CHGOFF,91904,100000,50000,0,0,0.5,2010,19235,1
0,2206206004,CALCOAST ESCROW INC,92108,531390,16987,2006,32,4,1,1,5,1,1,Y,N,18266,17013,77538,0,CHGOFF,34999,35000,17500,0,0,0.5,960,17973,1
1,2208705009,MARK ADAMS INC. DBA MARK ADAMS,94070,531320,17174,2007,70,1,1,1,1,0,1,N,N,17682,17197,15000,0,CHGOFF,15000,15000,7500,0,0,0.5,2100,19297,1
0,2216015003,I-Park Business Managment Fina,90020,531210,17176,2007,54,1,2,1,1,0,1,N,N,18126,17197,20000,0,CHGOFF,16414,20000,17000,1,0,0.85,1620,18817,1
1,2217456004,MARK ADAMS APPRAISAL,94070,531320,16992,2006,46,2,1,0,2,1,1,Y,N,18253,17013,29961,0,CHGOFF,19974,20000,10000,0,0,0.5,1380,18393,1
1,2218405006,PIZAZZ PARTY RENTAL,95991,532299,17177,2007,50,2,2,0,2,0,1,Y,N,18327,17197,39274,0,CHGOFF,18534,20000,10000,1,0,0.5,1500,18697,1
0,2219165008,"Special Reserve Properties, In",95630,531390,17178,2007,51,2,2,0,2,0,1,Y,N,18235,17256,109424,0,CHGOFF,40000,40000,20000,1,0,0.5,1530,18786,1
1,2222705005,Arquest Mortgage Solutions,93704,531210,17182,2007,20,4,1,0,4,0,1,Y,N,19190,17197,23489,0,CHGOFF,3596,10000,5000,0,0,0.5,600,17797,1
1,2223676007,MLJ & ASSOCIATES,90703,531390,16994,2006,0,4,1,4,4,1,1,Y,N,18456,17044,101056,0,CHGOFF,49256,50000,25000,0,0,0.5,0,17044,1
1,2223706003,MLJ & ASSOCIATES,90703,531390,16994,2006,36,4,1,4,4,1,1,Y,N,18548,17074,14649,0,CHGOFF,5249,10000,5000,0,0,0.5,1080,18154,1
1,2225236008,JIMBOY'S TACOS,93274,531120,16994,2006,240,1,2,15,0,43571,1,0,N,,17358,497000,0,P I F,0,497000,497000,1,1,1,7200,24558,0
1,2227115004,Opaane Video,90020,532230,17184,2007,47,1,1,1,1,0,1,N,N,18345,17197,15000,0,CHGOFF,10854,15000,12750,0,0,0.85,1410,18607,1
1,2227475007,"LAKEVIEW FINANCIAL, INC.",94941,531190,17184,2007,84,2,2,0,2,0,1,Y,N,,17256,94049,0,P I F,0,50000,25000,1,0,0.5,2520,19776,0
0,2228215001,"HORSE AND HOME, INC",95762,531390,17184,2007,59,1,2,0,1,0,1,Y,N,18144,17225,35266,0,CHGOFF,20000,20000,10000,1,0,0.5,1770,18995,1
0,2230636004,REZADO'S PARTY SUPPLY,92553,532299,16995,2006,61,2,1,0,2,1,1,Y,N,17771,17013,14950,0,CHGOFF,9618,10000,5000,0,0,0.5,1830,18843,1
1,2231435009,Tienken Realty,93247,531311,17188,2007,58,1,1,0,1,0,1,N,N,18056,17197,19000,0,CHGOFF,19000,19000,9500,0,0,0.5,1740,18937,1
1,2231945009,Neuhausen & Associates,91306,531210,17188,2007,34,2,1,2,2,0,1,N,N,18736,17197,15000,0,CHGOFF,7263,15000,12750,0,0,0.85,1020,18217,1
0,2234005004,Tina & Michael Kellerhals dba:,93257,532299,17188,2007,99,2,1,2,2,0,1,N,N,18729,17225,67500,0,CHGOFF,62814,67500,57375,0,0,0.85,2970,20195,1
0,2234015007,Tina & Michael Kellerhals dba:,93257,532299,17188,2007,50,2,1,2,2,0,1,T,N,17927,17225,10000,0,CHGOFF,9179,10000,8500,0,0,0.85,1500,18725,1
0,2234775001,Millineums Central,90222,531311,17189,2007,57,2,1,0,2,0,1,N,N,18064,17197,89000,0,CHGOFF,49500,50000,25000,0,0,0.5,1710,18907,1
1,2235195006,BROKERAGE SERVICES,94903,531210,17189,2007,84,2,1,0,2,0,1,Y,N,,17256,96367,0,P I F,0,30000,15000,0,0,0.5,2520,19776,0
0,2235465004,Premier American Funding Inc.,91204,531210,17189,2007,84,9,2,0,9,0,1,Y,N,,17225,87550,0,P I F,0,35000,17500,1,0,0.5,2520,19745,0
1,2236295003,"Lux Lighting, LLC",91352,532490,17189,2007,300,7,1,3,4,0,1,N,N,,17197,526000,0,P I F,0,526000,394500,0,1,0.75,9000,26197,0
1,2238665000,"Creative Concepts, Inc.",93021,532292,17190,2007,93,0,2,1,1,0,1,N,N,18094,17225,193200,0,CHGOFF,169818,193200,144900,1,0,0.75,2790,20015,1
0,2238756010,AFI AND ASSOCIATES REAL ESTATE,94107,531210,16999,2006,4,3,1,0,3,1,1,Y,N,18990,17044,52508,0,CHGOFF,24414,25000,12500,0,0,0.5,120,17164,1
0,2239675005,THE REAL ESTATE & LOAN CONSULT,90240,531210,17191,2007,53,4,1,3,7,0,1,Y,N,18306,17197,163743,0,CHGOFF,49140,50000,25000,0,0,0.5,1590,18787,1
1,2242185001,"GTI Industries, Inc.dba Great",92660,531210,17192,2007,43,6,1,0,6,0,1,Y,N,18458,17197,81750,0,CHGOFF,34500,35000,17500,0,0,0.5,1290,18487,1
1,2245475000,"W.S.H., LLC",92625,531320,17195,2007,60,2,1,0,2,0,1,N,N,18162,17225,100000,0,CHGOFF,82020,100000,50000,0,0,0.5,1800,19025,1
0,2246055005,"Infinitum Investment Corp, Inc",95138,531210,17195,2007,60,2,2,0,2,0,1,N,N,,17225,19300,0,P I F,0,19300,9650,1,0,0.5,1800,19025,0
0,2250255009,Creative Lending Solutions,91941,531210,17197,2007,64,5,2,0,5,0,1,Y,N,18004,17225,65000,0,CHGOFF,50000,50000,25000,1,0,0.5,1920,19145,1
0,2250565008,ALLEN LEWIS BEST DBA ALLEN BES,93940,531320,17197,2007,84,1,1,0,1,0,1,N,N,,17256,50000,0,P I F,0,50000,25000,0,0,0.5,2520,19776,0
0,2251455001,Cj Bennett Investments Llc,91360,532490,17197,2007,69,1,1,3,1,0,1,N,N,17797,17286,10000,0,CHGOFF,9049,10000,8500,0,0,0.85,2070,19356,1
1,2251755008,YOON KYUNG JOO DBA JAZZ VIDEO,90504,532230,17197,2007,44,2,1,0,2,0,1,N,N,19584,17225,82500,0,CHGOFF,51274,82500,41250,0,0,0.5,1320,18545,1
0,2253426003,PLATINUM REAL ESTATE GROUP INC,90620,531320,17003,2006,73,25,1,0,25,1,1,Y,N,17426,17044,20000,0,CHGOFF,19489,20000,10000,0,0,0.5,2190,19234,1
0,2258535004,"DNY ENTERPRISES, INC.",91941,531390,17202,2007,65,1,1,0,1,0,1,Y,N,18477,17317,101173,0,CHGOFF,44879,50000,25000,0,0,0.5,1950,19267,1
1,2259186004,MR VIDEO & VIDEO FOX #2,92404,532230,17006,2006,60,2,1,2,2,1,1,0,N,,17013,100000,0,P I F,0,100000,50000,0,0,0.5,1800,18813,0
1,2259535006,"Casper Investments, Inc.",92860,531210,17202,2007,62,6,1,0,6,0,1,N,N,19554,17225,55000,0,CHGOFF,34500,35000,17500,0,0,0.5,1860,19085,1
0,2262005001,"American First Realtors, Inc.",95008,531210,17203,2007,63,2,1,0,2,0,1,Y,N,18016,17225,22543,0,CHGOFF,18954,20000,10000,0,0,0.5,1890,19115,1
0,2262165003,"CDS Appraisal Serivices, Inc.",90807,531320,17203,2007,59,4,1,0,4,0,1,Y,N,18038,17225,83323,0,CHGOFF,82500,82500,41250,0,0,0.5,1770,18995,1
1,2263646003,EXPRESS APPRAISAL SERVICES,95014,531320,17007,2006,84,2,1,0,2,1,2,Y,N,,17013,70460,0,P I F,0,25000,12500,0,0,0.5,2520,19533,0
0,2264245007,Pacific Valuation Services,92505,531320,17204,2007,57,1,1,0,1,0,1,N,N,18073,17225,69000,0,CHGOFF,34450,35000,17500,0,0,0.5,1710,18935,1
0,2265505004,"CEYLON, CORP DBA CEYLON DEVELO",90808,531210,17205,2007,49,1,1,0,1,0,1,N,N,18344,17256,100000,0,CHGOFF,59149,100000,50000,0,0,0.5,1470,18726,1
1,2266465007,"EventRents, Inc.",93003,532299,17205,2007,84,16,1,0,16,0,1,Y,N,,17225,37500,0,P I F,0,25000,12500,0,0,0.5,2520,19745,0
0,2269646004,JEANETTE GARCIA & EDELMIRA TOR,93638,531210,17009,2006,275,16,1,5,16,68905,2,0,N,18609,17044,240000,0,CHGOFF,156200,240000,180000,0,1,0.75,8250,25294,1
1,2269676002,JEANETTE GARCIA & EDELMIRA TOR,93638,531210,17009,2006,88,16,1,5,16,68905,2,0,N,18619,17044,160000,0,CHGOFF,149780,160000,120000,0,0,0.75,2640,19684,1
0,2270186005,URBAN BAY PROPERTIES INC,94107,531210,17009,2006,240,50,1,15,0,1,1,0,N,,17085,341000,0,P I F,0,341000,341000,0,1,1,7200,24285,0
1,2271146006,REALTY WORLD REAL ESTATE,93638,531210,17009,2006,273,16,1,5,16,68905,2,0,N,18623,17044,120000,0,CHGOFF,23199,120000,90000,0,1,0.75,8190,25234,1
1,2273165009,"KEITH N. ANDERSON, INC.",94954,531311,17210,2007,69,2,1,0,2,0,1,Y,N,18288,17317,100000,0,CHGOFF,49021,50000,25000,0,0,0.5,2070,19387,1
0,2273716004,SUPER VIDEO,91324,532230,17010,2006,60,2,1,0,2,1,1,0,N,,17074,104000,0,P I F,0,104000,41600,0,0,0.4,1800,18874,0
1,2279325010,VIRTUE REAL ESTATE,94301,531210,17212,2007,26,1,1,5,6,0,1,N,N,18334,17225,55000,0,CHGOFF,32999,75000,37500,0,0,0.5,780,18005,1
1,2280915007,Parkside Postal,94116,532299,17212,2007,84,1,2,1,0,0,1,N,N,,17225,10000,0,P I F,0,10000,8500,1,0,0.85,2520,19745,0
1,2281095001,GIE Enterprises,95757,531210,17213,2007,35,1,1,0,1,0,1,Y,N,18758,17225,17924,0,CHGOFF,10392,12000,6000,0,0,0.5,1050,18275,1
0,2287155007,"THE STIRNKORB COMPANY,INC.",92024,531210,17218,2007,45,1,1,2,1,0,1,Y,N,18548,17317,77149,0,CHGOFF,4763,25000,12500,0,0,0.5,1350,18667,1
1,2291736003,ARRIAGA REAL ESTATE,95816,531210,17015,2006,240,16,1,15,0,1,1,0,N,,17120,580000,0,P I F,0,580000,580000,0,1,1,7200,24320,0
0,2292085004,REMA,94506,531210,17219,2007,60,2,1,1,2,0,1,Y,N,18016,17256,78000,0,CHGOFF,50000,50000,25000,0,0,0.5,1800,19056,1
0,2293315003,Liliana A. Ortiz dba Ortiz Con,95111,531390,17219,2007,84,3,2,0,3,0,1,Y,N,,17256,5000,0,P I F,0,5000,2500,1,0,0.5,2520,19776,0
0,2296735006,"APR Capital One, Inc.",91101,531210,17223,2007,111,6,2,0,6,0,1,N,N,,17256,35331,0,P I F,0,35000,17500,1,0,0.5,3330,20586,0
1,2299724002,FRANKIAN PROPERTY MANAGEMENT,93612,531210,14124,1998,84,7,1,0,0,1,0,0,N,,14213,30000,0,P I F,0,30000,24000,0,0,0.8,2520,16733,0
0,2300445006,Lori Luporini,95620,531320,17224,2007,62,2,1,0,2,0,1,Y,N,17928,17225,59764,0,CHGOFF,49986,50000,25000,0,0,0.5,1860,19085,1
1,2300945003,Rex Joshua Hahn (EPC) to Zion,90706,531210,17224,2007,268,14,1,0,14,0,1,N,N,18346,17256,481500,0,CHGOFF,351877,481500,361125,0,1,0.75,8040,25296,1
0,2302585006,ALLIANCE FUNDING,91344,531210,17225,2007,68,1,1,0,1,0,1,N,N,18291,17256,50000,0,CHGOFF,46714,50000,25000,0,0,0.5,2040,19296,1
1,2304705009,"Citizen Enterprises, Inc.",90069,531210,17225,2007,84,12,1,0,12,0,1,Y,N,,17347,47000,0,P I F,0,35000,17500,0,0,0.5,2520,19867,0
1,2305395003,NORTHERN CA. LOAN PROCESSING C,94521,531390,17226,2007,63,2,1,0,2,0,1,Y,N,18016,17317,49546,0,CHGOFF,44750,45000,22500,0,0,0.5,1890,19207,1
1,2305614001,"PANTIC, INC",93706,532111,14126,1998,120,5,1,0,0,1,0,N,N,,14183,300000,0,P I F,0,300000,225000,0,0,0.75,3600,17783,0
1,2307626000,BASTIAN FKINANCIAL INC,91106,531210,17020,2006,48,1,1,0,1,1,2,Y,N,18306,17044,74093,0,CHGOFF,23961,25000,12500,0,0,0.5,1440,18484,1
0,2311324004,OLYMPIC VIDEO & 1 HOUR PHOTO,90020,532230,14131,1998,12,2,1,0,0,1,0,Y,N,16492,14244,25000,0,CHGOFF,10954,25000,12500,0,0,0.5,360,14604,1
1,2312265008,"Avant Financial, Inc. dba Towe",93710,531210,17230,2007,84,4,1,1,4,0,1,Y,N,,17286,30000,0,P I F,0,20000,10000,0,0,0.5,2520,19806,0
1,2315635007,JV LEPIRE CORPORATION DBA ON-S,92891,532412,17231,2007,120,2,2,1,2,0,1,N,N,,17256,300000,0,P I F,0,300000,225000,1,0,0.75,3600,20856,0
1,2316745007,World Realty,92821,531210,17232,2007,59,15,1,0,15,0,1,Y,N,18067,17256,50000,0,CHGOFF,50000,50000,25000,0,0,0.5,1770,19026,1
0,2317654010,ASHLEY MEDICAL,92116,532490,14133,1998,300,1,1,0,0,1,0,N,N,,14152,134000,0,P I F,0,134000,100500,0,1,0.75,9000,23152,0
1,2318865001,MOHUN AND ASSOCIATES REALTY CO,96161,531390,17233,2007,55,5,1,1,5,0,1,N,N,18499,17256,100000,0,CHGOFF,80455,100000,50000,0,0,0.5,1650,18906,1
0,2319515003,Kandor Capital Corp.,91709,532299,17233,2007,84,1,1,1,1,0,1,N,N,,17256,25000,0,P I F,0,25000,21250,0,0,0.85,2520,19776,0
0,2319666009,FUNDING WELL CAPITAL INC,92656,532490,17023,2006,84,4,2,0,4,1,1,Y,N,,17044,60401,0,P I F,0,25000,12500,1,0,0.5,2520,19564,0
0,2323985007,Kandola Mortgage Service,95116,531210,17237,2007,62,16,1,0,16,0,1,N,N,17986,17286,15000,0,CHGOFF,15000,15000,7500,0,0,0.5,1860,19146,1
1,2333175004,"O'Neil Investments Holding, LL",90044,531210,17240,2007,84,1,1,0,1,0,1,N,N,,17256,20500,0,P I F,0,15000,7500,0,0,0.5,2520,19776,0
0,2334726001,ADAO & ASSOCIATES INC,94531,531210,17029,2006,240,15,1,5,0,1,1,0,N,,17085,286000,0,P I F,0,286000,286000,0,1,1,7200,24285,0
0,2337565000,Swedor Corporation dba Swedor,91792,531320,17241,2007,61,2,1,0,2,0,1,N,N,18010,17286,16972,0,CHGOFF,9972,12000,6000,0,0,0.5,1830,19116,1
1,2343654003,MOVIES & MORE,90066,532230,14144,1998,120,2,1,0,0,1,0,0,N,,14152,100000,0,P I F,0,100000,80000,0,0,0.8,3600,17752,0
1,2343775000,"Savant Estates, Inc.",93105,531210,17246,2007,55,2,2,0,2,0,1,N,N,18200,17286,22000,0,CHGOFF,10220,12000,6000,1,0,0.5,1650,18936,1
0,2345976001,"HAROON & ASSOCIATES, LLC",95834,531210,17034,2006,240,5,2,30,0,1,1,0,N,,17148,165000,0,P I F,0,165000,165000,1,1,1,7200,24348,0
1,2346865009,"A & C Paradise Investments, LL",92656,531311,17247,2007,61,1,2,0,1,0,1,Y,N,18140,17409,38000,0,CHGOFF,34000,35000,17500,1,0,0.5,1830,19239,1
0,2348216002,NEXT GENERATION REALTY SILICON,95138,531210,17035,2006,240,7,1,4,0,1,1,0,N,,17267,724000,0,P I F,0,724000,724000,0,1,1,7200,24467,0
1,2351984008,CAL BEST REALTY INC,91776,531210,14147,1998,84,25,1,0,0,1,0,Y,N,,14213,32900,0,P I F,0,32900,16450,0,0,0.5,2520,16733,0
1,2352695002,Miguel Armendarez and Neveen S,90277,532220,17250,2007,101,3,1,2,3,0,1,N,N,18063,17256,200000,0,CHGOFF,183829,200000,150000,0,0,0.75,3030,20286,1
1,2354195009,Brescoll Industries Inc.,90605,531210,17251,2007,30,1,1,0,1,0,1,Y,N,18917,17256,24796,0,CHGOFF,5716,10000,5000,0,0,0.5,900,18156,1
1,2358446005,DIGLADO INC,90808,531390,17037,2006,49,3,1,2,5,1,1,Y,N,18410,17074,14994,0,CHGOFF,9989,10000,5000,0,0,0.5,1470,18544,1
1,2358795009,Ali's Rent A Car Inc.,90036,532111,17252,2007,43,7,1,0,7,0,1,Y,N,18701,17409,40000,0,CHGOFF,19313,20000,10000,0,0,0.5,1290,18699,1
1,2359235007,WANG JIANG RE PARTNERSHIP,94086,531390,17253,2007,84,2,1,1,2,0,1,N,N,,17317,100000,0,P I F,0,100000,50000,0,0,0.5,2520,19837,0
0,2359466002,ALLEGIANT HOMES AND LOANS INC,94536,531210,17038,2006,37,1,1,0,1,1,1,Y,N,18521,17074,95209,0,CHGOFF,49645,50000,25000,0,0,0.5,1110,18184,1
0,2362456000,ATLAS DIGITAL,90068,532210,17038,2006,240,5,1,5,0,1,1,0,N,,17148,371000,0,P I F,0,371000,371000,0,1,1,7200,24348,0
0,2362985010,"MCGRATH MOVING & STORAGE, INC.",95351,531130,17254,2007,63,12,1,2,14,0,1,Y,N,17953,17286,85125,0,CHGOFF,45507,50000,25000,0,0,0.5,1890,19176,1
1,2364154005,SPRING FIELD BANQUET & CONFERE,92632,531120,14152,1998,276,3,1,0,0,1,0,N,N,,14213,970000,0,P I F,0,1050000,749994,0,1,0.71428,8280,22493,0
0,2365985005,"Ayala Realty & Investments, In",94110,531210,17255,2007,32,2,1,0,2,0,1,Y,N,18885,17286,49700,0,CHGOFF,20755,25000,12500,0,0,0.5,960,18246,1
1,2369886003,GENTE REAL ESTATE INC,95138,531210,17042,2006,240,7,1,2,0,1,1,0,N,,17239,598000,0,P I F,0,598000,598000,0,1,1,7200,24439,0
0,2372955005,"SDK HOLDINGS, LLC",90502,531110,17260,2007,35,3,1,1,3,0,1,Y,N,18900,17378,116738,0,CHGOFF,50000,50000,25000,0,0,0.5,1050,18428,1
1,2373056004,UNION REAL ESTATE INC,92408,531210,17043,2006,240,7,1,7,0,1,1,0,N,,17239,1003000,0,P I F,0,1003000,1003000,0,1,1,7200,24439,0
0,2373156010,MARIELENA BAUMANN,94560,531210,17043,2006,257,2,1,0,2,1,1,0,N,19705,17074,676500,0,CHGOFF,405890,716300,537225,0,1,0.75,7710,24784,1
0,2373246002,NICHOLAS BALSAMO'S DESERT HOME,92253,531390,17043,2006,51,1,1,0,0,1,1,Y,N,18313,17135,14002,0,CHGOFF,4954,5000,2500,0,0,0.5,1530,18665,1
0,2373455010,"INNOVATIVE REAL ESTATE GROUP,",91367,531210,17260,2007,68,20,1,50,20,0,1,N,N,18504,17286,100000,0,CHGOFF,92524,100000,50000,0,0,0.5,2040,19326,1
0,2376226002,WILLOW GLEN PLAZA. L.P.,92019,531120,17044,2006,240,1,1,26,0,1,1,0,N,,18065,1836000,0,P I F,0,1836000,1836000,0,1,1,7200,25265,0
1,2376536001,IMPERIAL PALACE AJ INC,91104,531120,17044,2006,240,6,2,8,6,1,1,0,N,,17120,1386000,0,P I F,0,1386000,1386000,1,1,1,7200,24320,0
1,2378145010,"Kester Archwood Plaza, LLC",91405,531312,17261,2007,300,4,1,1,3,0,1,N,N,,17286,1329000,0,P I F,0,1329000,996750,0,1,0.75,9000,26286,0
1,2378185000,"Kester Archwood Plaza, LLC",91405,531312,17261,2007,300,4,1,1,3,0,1,N,N,,17286,120000,0,P I F,0,120000,90000,0,1,0.75,9000,26286,0
1,2385105007,California Realty Services,91910,531210,17266,2007,83,2,1,1,2,0,1,N,N,19288,17286,25000,0,CHGOFF,24221,25000,21250,0,0,0.85,2490,19776,1
0,2388605010,Cabo Paraiso Inc,91910,531210,17267,2007,68,5,1,0,5,0,1,Y,N,18402,17286,57000,0,CHGOFF,50000,50000,25000,0,0,0.5,2040,19326,1
1,2390855003,Ranflo Entertainment,92114,532230,17268,2007,82,1,2,0,1,0,1,N,N,18494,17286,25000,0,CHGOFF,20689,25000,21250,1,0,0.85,2460,19746,1
