recordid,customer_id,account_length,area_code,international_plan,total_intl_minutes,total_intl_calls,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes_2,total_intl_calls_2,total_intl_charge,number_customer_service_calls,churn
3014,53436788,106,408,true,10.7,2,false,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,true
3015,28134096,111,408,false,10.3,3,false,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,false
3016,41375726,59,408,false,11.9,5,false,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,false
3017,31546344,71,510,false,5.6,3,true,22,141.4,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2,false
3018,50669456,55,408,false,14.8,7,false,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4.0,0,true
3019,25701533,13,415,false,11.9,5,false,0,58.4,121,9.93,262.2,64,22.29,159.0,115,7.15,11.9,5,3.21,1,false
3020,30255418,136,415,false,13.1,4,true,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,false
3021,17045709,123,408,false,11.0,3,false,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,false
3022,593533,105,408,false,12.8,3,false,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,false
3023,34905406,50,408,false,13.6,14,true,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,false
3024,29052784,118,415,false,11.3,4,false,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,false
3025,56017452,97,408,false,12.8,6,false,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,false
3026,42661751,51,510,false,14.9,2,false,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,false
3027,54101738,73,415,false,10.3,6,false,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,true
3028,12027546,35,415,false,13.1,8,false,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,false
3029,24167306,64,415,false,13.6,2,false,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,false
3030,57100562,63,510,false,9.9,2,false,0,132.9,122,22.59,67.0,62,5.7,160.4,121,7.22,9.9,2,2.67,3,false
3031,51732048,117,415,false,7.7,6,true,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,false
3032,74780917,115,415,false,13.7,8,false,0,245.0,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,true
3033,57482085,162,408,false,11.6,3,false,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,false
3034,306850595,89,415,false,12.3,1,false,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,false
3035,30535132,94,415,true,8.6,4,false,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,false
3036,57993131,129,408,false,11.5,6,false,0,186.0,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,false
3037,22817027,86,415,false,7.3,9,false,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,false
3038,56175300,96,510,false,6.6,2,false,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,false
3039,31464407,190,415,false,8.9,5,false,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,false
3040,52163425,80,408,false,8.2,6,false,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,false
3041,15484447,108,415,false,4.1,4,false,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,true
3042,32137358,97,408,false,8.5,7,true,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,false
3043,23878341,84,415,false,11.3,10,true,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,10,3.05,0,false
3044,311644322,65,415,false,4.2,5,false,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,true
3045,32057267,131,415,false,13.4,10,true,34,156.6,134,26.62,71.0,95,6.04,261.7,120,11.78,13.4,10,3.62,1,false
3046,26907352,58,415,true,8.9,4,true,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,false
3047,14808802,36,415,false,10.2,2,false,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,false
3048,79727962,54,415,false,12.0,2,false,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12.0,2,3.24,1,false
3049,56560394,45,510,false,11.0,1,false,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,1,2.97,1,false
3050,59150953,125,415,false,9.1,4,true,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,false
3051,55933741,72,415,false,8.2,2,true,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,false
3052,57835787,141,408,false,10.1,3,false,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3,false
3053,46262424,113,510,false,8.9,3,false,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,false
3054,32404964,20,415,false,7.1,3,true,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,false
3055,55729206,212,415,false,7.6,3,false,0,126.0,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,false
3056,36161511,99,415,true,9.9,6,false,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,false
3057,29411832,94,510,false,15.3,4,false,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,false
3058,16447203,40,510,false,9.3,6,false,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,false
3059,304762701,86,510,false,8.4,5,true,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,false
3060,51165298,101,415,false,4.5,15,false,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,true
3061,33648775,170,415,false,9.1,8,false,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,false
3062,35711068,105,510,false,13.0,4,false,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13.0,4,3.51,1,false
3063,58114869,103,415,false,12.2,4,false,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,false
3064,38346664,140,415,true,11.5,5,true,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,false
3065,55319123,101,510,false,7.2,4,false,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,false
3066,58283763,98,408,false,11.0,4,true,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1,false
3067,1574243,104,408,false,11.7,2,false,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,false
3068,306904475,115,415,false,0.0,0,false,0,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,0,0.0,3,false
3069,41606898,112,408,false,11.9,4,false,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,false
3070,22949226,70,415,false,5.7,4,false,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,false
3071,23883606,126,510,false,10.6,1,false,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,false
3072,31583271,87,510,false,9.5,1,true,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,false
3073,59674119,125,510,false,8.8,7,false,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,true
3074,13195110,86,415,false,8.9,8,false,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,false
3075,58884560,73,415,false,11.8,2,true,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,true
3076,25541590,232,408,false,11.8,3,false,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,false
3077,32327827,1,415,false,8.4,2,true,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,false
3078,53904876,133,408,false,12.2,5,false,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,false
3079,33904764,103,510,false,7.7,6,false,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,false
3080,50934611,131,415,false,9.4,4,true,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,false
3081,52130168,95,408,false,9.8,6,true,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,false
3082,53496139,182,415,false,9.7,4,false,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,false
3083,25135625,99,510,false,9.1,1,false,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,false
3084,102426,27,510,false,7.6,3,false,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,false
3085,32336992,141,408,false,10.7,7,false,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,false
3086,742338,29,415,true,5.7,7,true,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,false
3087,1606532,65,415,false,6.6,12,false,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,false
3088,14943849,81,415,true,17.9,3,false,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,true
3089,54918016,37,415,false,10.4,7,true,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,false
3090,25295924,107,510,false,5.6,1,true,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,false
3091,33463852,127,415,true,10.4,3,true,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,false
3092,24621872,78,408,false,11.7,5,false,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,false
3093,33152646,55,510,false,4.6,2,false,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2,false
3094,33557927,86,415,false,9.8,7,true,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,false
3095,27169374,176,415,false,9.6,6,false,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,false
3096,32287708,96,415,true,11.2,5,false,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,false
3097,33942699,11,510,false,7.0,7,true,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,false
3098,303664882,48,415,false,7.6,4,true,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,false
3099,23574387,127,510,false,11.3,5,false,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,false
3100,24477614,63,415,false,11.2,2,false,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,false
3101,24935199,79,510,false,12.2,2,false,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,false
3102,22587430,47,408,false,13.2,6,true,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,false
3103,28444065,89,415,true,11.1,2,true,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3.0,0,true
3104,34457366,83,510,false,10.8,7,true,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,false
3105,22581532,126,415,true,9.7,6,true,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,false
3106,31806698,60,510,false,15.1,6,false,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,false
3107,29488384,122,415,false,8.6,4,false,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,false
3108,22321111,136,408,false,5.0,10,false,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5.0,10,1.35,1,false
3109,25617424,172,408,false,8.8,2,true,47,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,8.8,2,2.38,1,false
3110,65275596,102,510,false,8.3,3,false,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,true
3111,34199604,113,415,true,9.2,7,false,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,false
3112,23502404,79,415,false,8.9,4,false,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,false
3113,64943988,55,510,false,9.7,2,true,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,false
3114,55606297,111,415,false,10.3,2,true,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,false
3115,52063120,160,415,false,8.3,2,false,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,false
3116,56007917,110,415,false,7.8,3,false,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,false
3117,27240563,192,415,false,12.7,6,false,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,false
3118,40571044,93,408,false,10.9,9,false,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,false
3119,56400153,101,415,false,9.5,2,true,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,false
3120,12143772,77,510,false,12.3,3,false,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,false
3121,58280231,105,415,false,8.1,3,true,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,false
3122,25329491,133,408,false,14.1,7,true,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,true
3123,1497098,131,408,false,6.6,7,false,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,false
3124,53273769,106,510,false,9.9,4,true,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,false
3125,22847040,118,415,false,5.9,4,false,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1,false
3126,29640083,125,408,false,8.6,4,false,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,false
3127,33122904,95,415,false,16.1,8,false,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,false
3128,34542217,80,415,false,9.3,3,false,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,false
3129,846659,145,408,false,10.0,6,false,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0,false
3130,57244139,37,408,false,8.1,4,false,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,false
3131,58087719,87,415,false,7.6,6,false,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,false
3132,24442634,69,415,false,9.0,5,false,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3,false
3133,50364090,83,510,false,8.6,2,false,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,false
3134,23582430,195,415,false,5.1,3,false,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,3,1.38,0,false
3135,13803580,67,415,true,16.9,4,true,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,true
3136,57981599,75,510,false,4.2,7,true,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,false
3137,28082055,123,415,false,15.0,1,true,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0,false
3138,69836070,41,415,false,5.9,3,true,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,false
3139,52128592,75,415,false,8.1,5,false,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,false
3140,52060639,76,415,true,12.0,7,false,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,7,3.24,1,true
3141,22727853,86,415,true,10.3,4,false,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1,false
3142,27796838,140,408,false,16.3,6,false,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,false
3143,67769497,70,415,false,15.8,7,false,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,false
3144,58418922,121,510,false,5.9,4,true,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,false
3145,8064115,112,415,false,9.8,5,false,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,false
3146,1011527,118,415,false,9.7,7,false,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2,false
3147,72776453,66,415,false,8.9,2,true,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,false
3148,1478262,78,408,false,11.0,5,false,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0,false
3149,31918642,129,415,false,14.8,9,true,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2,false
3150,25697822,6,408,false,9.4,4,false,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,false
3151,25361189,107,510,true,10.0,3,false,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,false
3152,3472602,107,415,true,12.9,2,false,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,true
3153,32183741,138,415,false,15.4,3,false,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,false
3154,72668932,103,510,false,9.7,2,false,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,false
3155,24807547,116,415,false,11.1,2,true,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,false
3156,54879259,189,408,false,6.3,4,false,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,false
3157,29350600,161,415,false,11.8,2,false,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,false
3158,56693021,1,415,false,7.0,2,false,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,false
3159,306377094,89,408,false,12.8,3,false,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,false
3160,24432346,64,408,false,9.7,5,false,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,false
3161,69894996,126,415,false,12.8,4,true,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,true
3162,23656820,129,415,false,4.9,10,false,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,false
3163,57481988,128,510,false,10.8,4,true,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0,false
3164,69100527,81,415,false,11.7,6,true,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,false
3165,24855777,114,510,false,10.6,5,false,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,false
3166,29368917,50,408,false,11.1,3,false,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,false
3167,55644546,86,415,false,11.5,1,false,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,false
3168,24192759,96,408,false,12.2,6,false,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,false
3169,36107639,72,510,false,12.7,2,false,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,false
3170,32196693,64,510,false,5.9,4,true,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,false
3171,58771445,57,415,true,12.2,3,true,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,false
3172,31796881,65,510,false,8.5,3,false,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,false
3173,59603787,163,408,false,8.8,5,false,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,false
3174,311686109,136,415,false,10.7,3,false,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,false
3175,55967228,116,408,false,12.0,6,false,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,false
3176,31955149,93,408,false,6.6,5,false,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,false
3177,23081862,142,510,false,9.2,3,true,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,false
3178,58365917,92,408,false,8.6,2,false,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,false
3179,27155795,70,415,false,6.7,6,false,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1,false
3180,25356205,22,408,false,4.2,1,true,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,false
3181,27876580,37,415,false,12.0,2,false,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2,false
3182,25387523,51,415,false,7.0,3,false,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,3,1.89,1,false
3183,29009917,174,408,false,10.0,5,false,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,false
3184,34517672,68,415,false,8.4,3,false,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,true
3185,56657463,130,415,false,12.4,2,false,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,false
3186,16483745,104,415,false,11.3,5,false,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,false
3187,14821771,134,408,false,8.9,3,false,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,false
3188,56534704,108,415,false,9.5,7,true,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,false
3189,69561132,103,415,false,9.7,2,false,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,false
3190,12258737,62,510,false,5.6,4,false,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,false
3191,52106564,162,415,false,11.4,3,false,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,false
3192,22363055,93,510,false,12.5,3,true,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,false
3193,56569965,42,415,false,13.1,6,false,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,false
3194,25121583,155,415,false,13.4,11,true,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2,false
3195,79728739,36,510,false,9.0,2,false,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,false
3196,5891502,143,415,false,4.5,4,false,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,4,1.22,0,true
3197,54930961,197,510,false,10.6,2,false,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,false
3198,28515229,81,510,false,8.0,6,false,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,true
3199,27349612,138,510,true,9.6,4,false,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,true
3200,56433097,103,415,false,11.5,7,true,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,true
3201,59286575,127,510,true,13.9,5,false,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2,true
3202,463877,136,510,false,10.7,6,false,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,true
3203,301926515,99,415,false,12.0,8,false,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,false
3204,57356982,95,415,false,8.9,5,false,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,false
3205,618900,118,408,true,11.1,3,true,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,true
3206,67990630,113,415,false,13.7,3,false,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,true
3207,13897467,128,408,true,10.7,5,false,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,false
3208,38354940,117,408,false,15.7,10,false,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,false
3209,24835514,48,415,false,7.6,4,true,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,false
3210,65549032,81,510,true,11.9,3,false,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,false
3211,34950659,57,510,false,12.7,6,false,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,false
3212,56422009,140,408,false,8.2,2,false,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,false
3213,57541666,107,510,false,11.0,1,true,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,false
3214,53897211,56,415,false,14.3,4,false,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,false
3215,7542384,159,415,false,10.5,10,false,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,false
3216,24934325,102,415,false,10.3,5,false,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,false
3217,56078892,107,408,false,14.4,3,false,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,false
3218,38362612,106,408,false,11.4,2,false,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,false
3219,25629866,225,415,false,8.7,3,false,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,true
